temperature,vibration,rpm,current,voltage,bearing_temperature,torque,lubrication_level,status
70.03,8.45,1334.85,12.14,409.13,80.79,26.48,63.95,Bearing Failure
75.23,6.41,1488.05,11.07,415.77,80.56,27.14,30.05,Lubrication Failure
71.18,4.99,1397.89,11.92,414.55,83.6,19.64,23.38,Lubrication Failure
94.24,2.06,1473.08,11.05,416.76,91.62,28.15,83.13,Overheating
63.82,7.33,1404.26,10.98,411.5,90.05,18.35,55.41,Bearing Failure
63.91,7.24,1382.37,11.25,411.43,69.1,35.2,78.18,Motor Misalignment
71.16,9.25,1468.44,10.95,412.37,101.85,25.57,57.55,Bearing Failure
63.66,6.36,1191.95,11.51,416.63,71.98,28.75,76.44,Motor Misalignment
71.21,7.45,1360.79,12.45,409.07,98.51,28.63,65.67,Bearing Failure
62.21,1.87,1467.15,16.56,396.48,63.77,20.28,80.96,Electrical Fault
57.02,1.87,1520.26,10.22,415.5,52.61,26.73,75.6,Healthy
58.82,1.84,1483.67,9.43,412.18,53.1,22.67,85.49,Healthy
72.46,3.94,1423.96,11.33,409.01,64.58,23.31,65.29,Early Warning
67.39,4.98,1277.28,10.55,405.76,67.71,34.21,82.23,Motor Misalignment
67.78,7.25,1389.48,11.81,410.31,87.19,27.22,47.9,Bearing Failure
63.23,9.3,1366.17,10.72,413.09,86.33,18.45,48.1,Bearing Failure
79.7,5.75,1485.24,11.61,412.77,77.68,23.02,36.35,Lubrication Failure
71.63,3.16,1451.43,11.59,418.0,70.12,29.51,69.13,Early Warning
96.17,1.89,1488.54,10.09,416.67,91.46,26.11,83.37,Overheating
69.4,4.92,1424.58,11.19,415.7,79.75,21.63,30.1,Lubrication Failure
66.34,3.04,1459.99,15.85,397.91,57.05,15.93,82.39,Electrical Fault
95.28,2.29,1474.52,11.24,414.93,85.78,28.39,79.38,Overheating
94.96,2.76,1480.72,10.97,415.25,87.61,24.71,79.71,Overheating
70.04,2.57,1472.34,15.55,405.8,55.57,21.32,80.54,Electrical Fault
75.43,7.73,1378.02,10.97,417.67,78.46,26.86,53.11,Bearing Failure
70.72,4.38,1303.48,10.69,414.85,63.5,26.38,80.86,Motor Misalignment
69.27,2.75,1451.96,16.03,397.82,60.28,18.28,82.34,Electrical Fault
68.94,4.37,1443.14,11.1,412.65,66.76,31.94,74.86,Motor Misalignment
66.77,6.21,1393.46,11.79,414.23,84.65,22.79,39.03,Lubrication Failure
58.11,2.12,1507.57,8.98,411.32,59.5,25.8,82.71,Healthy
58.88,2.02,1470.46,9.91,410.02,51.83,26.68,84.85,Healthy
76.54,9.01,1410.32,11.81,413.48,90.17,21.88,60.28,Bearing Failure
67.51,5.88,1326.06,10.59,415.12,60.91,35.46,76.8,Motor Misalignment
73.84,2.57,1401.18,17.18,395.68,59.05,24.72,79.07,Electrical Fault
65.86,5.71,1475.95,10.56,414.14,66.45,29.9,72.72,Motor Misalignment
64.19,5.22,1440.86,10.59,412.94,83.58,25.1,28.63,Lubrication Failure
70.41,5.73,1484.45,10.44,410.6,85.08,20.06,33.94,Lubrication Failure
95.04,2.25,1489.5,10.74,416.76,86.55,27.25,80.64,Overheating
59.36,1.95,1457.86,9.98,420.99,55.4,25.14,86.64,Healthy
71.36,4.84,1393.41,9.98,411.6,57.66,41.17,78.59,Motor Misalignment
51.11,1.64,1548.41,10.22,413.32,56.4,21.88,84.11,Healthy
74.65,3.82,1510.57,11.2,410.7,68.12,24.0,68.1,Early Warning
72.72,7.69,1434.46,11.4,420.8,83.11,25.44,32.39,Lubrication Failure
69.27,5.62,1453.41,9.36,416.45,63.37,24.15,72.83,Motor Misalignment
69.01,9.28,1377.88,11.76,409.08,91.56,21.32,50.44,Bearing Failure
63.44,1.4,1456.85,10.02,419.11,55.13,24.33,79.42,Healthy
67.0,6.96,1343.41,10.95,414.44,80.04,21.89,32.1,Lubrication Failure
58.34,1.75,1527.06,10.73,412.55,54.87,25.18,82.04,Healthy
63.95,5.37,1400.04,10.69,413.1,82.02,18.41,31.76,Lubrication Failure
76.71,10.36,1382.26,11.71,415.83,91.83,22.49,55.38,Bearing Failure
61.67,1.85,1505.82,10.74,418.68,46.4,24.37,84.51,Healthy
70.77,3.74,1491.94,11.34,409.01,66.16,21.75,70.47,Early Warning
71.5,2.14,1502.12,18.14,397.28,64.92,15.92,80.33,Electrical Fault
74.47,6.25,1392.89,10.66,411.04,97.05,21.96,49.48,Bearing Failure
70.51,6.84,1349.27,11.84,412.13,63.92,30.04,80.76,Motor Misalignment
60.69,1.94,1518.43,9.65,412.95,59.35,26.54,83.83,Healthy
70.5,4.64,1451.62,10.84,415.87,72.11,27.93,68.01,Early Warning
90.18,2.59,1496.21,10.77,415.6,89.37,23.8,76.73,Overheating
70.0,5.74,1411.3,11.44,417.24,81.36,21.35,19.76,Lubrication Failure
68.88,5.42,1254.44,12.03,415.95,65.1,30.5,83.05,Motor Misalignment
74.43,6.46,1344.67,10.86,413.32,62.4,29.22,77.18,Motor Misalignment
75.59,5.51,1437.69,11.21,414.7,76.79,25.95,24.11,Lubrication Failure
58.86,1.26,1484.96,9.55,412.39,61.0,25.11,85.74,Healthy
73.7,9.2,1378.81,11.91,413.99,87.84,26.44,51.69,Bearing Failure
94.45,2.19,1471.29,10.39,409.64,87.24,27.72,80.7,Overheating
77.57,4.91,1462.88,10.89,415.22,76.48,21.07,26.68,Lubrication Failure
71.88,1.36,1492.06,16.97,383.13,63.51,16.16,85.44,Electrical Fault
65.87,6.34,1419.02,10.82,414.23,85.16,20.66,52.19,Bearing Failure
92.82,2.64,1500.02,11.32,414.39,95.8,23.88,77.11,Overheating
76.8,2.48,1525.82,16.1,395.27,63.78,16.69,81.69,Electrical Fault
65.23,1.93,1516.56,9.85,415.2,52.91,26.98,81.47,Healthy
89.65,2.3,1485.71,11.03,416.15,93.49,28.94,76.43,Overheating
72.6,7.43,1513.08,11.86,413.59,91.12,17.54,52.52,Bearing Failure
71.61,5.22,1383.19,11.31,415.71,78.46,23.62,32.79,Lubrication Failure
73.07,7.62,1422.96,10.92,413.41,82.76,18.6,28.09,Lubrication Failure
58.81,1.7,1483.65,10.21,414.72,53.01,23.68,81.37,Healthy
71.39,9.54,1394.62,9.93,416.44,90.0,22.9,45.1,Bearing Failure
67.65,5.5,1385.64,11.32,414.16,64.54,23.33,75.87,Motor Misalignment
69.37,3.77,1436.36,10.48,413.79,65.95,22.6,67.6,Early Warning
74.96,7.88,1404.78,12.19,416.84,89.04,24.15,49.92,Bearing Failure
69.96,5.26,1280.48,10.28,414.75,62.97,27.19,77.78,Motor Misalignment
101.92,2.01,1517.16,10.84,417.06,92.83,22.05,77.1,Overheating
68.8,3.33,1447.31,11.05,411.77,69.74,21.65,70.03,Early Warning
70.07,6.45,1428.96,10.8,412.89,74.13,26.82,19.57,Lubrication Failure
63.1,1.29,1518.54,9.87,414.37,56.23,26.16,82.52,Healthy
60.51,1.37,1493.44,9.96,413.47,59.45,25.96,89.12,Healthy
98.06,2.3,1492.83,10.51,413.48,86.92,25.6,79.64,Overheating
99.2,1.62,1469.32,9.89,410.91,91.27,26.67,79.06,Overheating
61.7,1.22,1472.78,10.99,411.86,56.83,23.63,85.24,Healthy
58.69,2.31,1432.7,15.13,406.62,63.93,14.51,82.46,Electrical Fault
68.06,5.1,1418.04,10.55,420.79,80.91,23.34,26.1,Lubrication Failure
68.71,5.21,1448.73,11.0,407.98,80.1,26.59,29.2,Lubrication Failure
74.3,3.11,1403.55,10.59,409.55,68.74,25.3,70.36,Early Warning
75.34,3.68,1430.66,10.5,410.65,68.36,21.87,73.98,Early Warning
75.05,3.85,1342.6,10.38,414.87,69.31,32.69,77.35,Motor Misalignment
62.15,1.77,1521.58,10.0,417.38,53.53,21.37,85.81,Healthy
59.23,1.71,1486.07,10.21,415.7,50.23,21.7,86.27,Healthy
77.38,3.56,1466.3,10.72,415.66,73.05,26.03,70.4,Early Warning
65.77,5.76,1322.94,10.12,410.56,66.16,33.44,76.48,Motor Misalignment
72.15,9.03,1443.01,11.22,414.83,85.1,22.06,54.05,Bearing Failure
74.06,4.47,1446.6,11.52,412.65,64.38,26.02,68.03,Early Warning
72.52,3.06,1453.81,10.86,419.24,73.75,27.93,72.01,Early Warning
76.29,3.37,1455.92,11.22,411.18,71.9,22.51,68.7,Early Warning
73.85,6.33,1462.48,11.97,410.24,83.93,21.18,29.27,Lubrication Failure
63.4,1.69,1498.98,9.97,417.35,59.66,25.74,90.92,Healthy
74.21,4.04,1426.59,10.98,417.37,71.37,21.72,70.48,Early Warning
69.72,2.28,1475.27,17.56,384.38,55.76,19.57,78.33,Electrical Fault
62.11,6.85,1407.47,10.93,416.81,66.09,27.6,75.68,Motor Misalignment
69.14,6.63,1482.81,10.98,409.21,79.19,23.68,27.79,Lubrication Failure
64.47,6.08,1427.19,11.99,407.23,67.58,23.77,79.26,Motor Misalignment
96.56,2.52,1492.97,10.92,416.5,94.45,24.89,79.99,Overheating
62.66,9.46,1403.85,10.24,416.61,86.31,22.36,47.44,Bearing Failure
75.29,8.44,1313.51,11.45,413.27,90.59,18.4,53.44,Bearing Failure
89.65,2.16,1465.72,11.08,415.03,86.17,25.94,84.18,Overheating
63.86,1.23,1474.41,9.48,414.81,53.9,27.8,87.86,Healthy
74.34,9.47,1434.31,11.42,415.13,93.55,24.82,56.01,Bearing Failure
72.55,9.74,1453.16,11.88,408.59,91.05,23.35,53.13,Bearing Failure
69.22,5.74,1418.1,10.2,418.38,85.25,20.11,29.9,Lubrication Failure
56.14,2.27,1481.53,9.48,414.88,54.73,23.19,84.09,Healthy
71.04,5.79,1468.94,10.8,410.81,67.3,31.5,80.39,Motor Misalignment
64.06,2.71,1502.28,15.26,392.39,62.05,19.98,77.88,Electrical Fault
67.71,1.8,1415.96,18.46,397.23,65.93,18.75,79.6,Electrical Fault
59.0,1.75,1470.91,9.7,413.8,53.82,25.3,83.02,Healthy
68.99,7.85,1461.4,11.44,417.38,83.2,20.95,16.78,Lubrication Failure
65.11,8.98,1434.12,11.86,413.39,86.38,23.63,56.9,Bearing Failure
65.32,8.18,1359.52,11.79,408.04,88.71,24.99,62.41,Bearing Failure
72.04,9.52,1355.68,11.64,412.58,91.27,23.77,51.93,Bearing Failure
64.73,2.68,1428.01,15.85,402.7,63.28,24.53,81.35,Electrical Fault
56.71,2.01,1472.88,9.6,418.91,57.52,27.97,84.18,Healthy
78.11,6.95,1427.31,10.45,418.08,80.64,23.35,29.39,Lubrication Failure
68.19,6.2,1475.56,9.94,413.62,61.84,28.91,74.23,Motor Misalignment
61.76,1.98,1485.51,10.08,421.6,54.95,23.61,84.48,Healthy
74.52,5.78,1430.61,10.87,414.7,87.6,24.36,23.52,Lubrication Failure
61.81,2.61,1420.23,16.98,387.5,62.77,19.84,82.04,Electrical Fault
71.19,5.5,1361.94,12.06,418.82,60.46,35.97,83.17,Motor Misalignment
75.08,3.22,1424.46,10.72,411.58,66.21,23.22,68.92,Early Warning
99.09,2.91,1450.5,10.27,415.85,91.66,28.5,75.11,Overheating
74.87,3.28,1449.72,10.09,410.81,69.16,21.43,74.89,Early Warning
75.09,6.09,1441.47,11.19,415.63,80.2,25.14,23.94,Lubrication Failure
65.67,2.67,1498.01,16.56,394.18,59.06,18.15,79.19,Electrical Fault
70.33,4.98,1309.9,11.2,417.56,65.87,25.24,73.69,Motor Misalignment
64.85,1.84,1479.95,9.95,414.89,50.91,24.49,82.77,Healthy
63.99,1.6,1540.26,10.3,411.95,53.43,26.56,88.16,Healthy
66.71,2.27,1384.42,16.89,401.76,62.63,20.1,84.83,Electrical Fault
67.12,5.07,1320.14,11.2,411.11,66.1,27.13,76.73,Motor Misalignment
60.89,1.69,1464.87,10.16,420.18,50.4,26.73,84.01,Healthy
68.71,2.71,1524.72,17.61,387.81,65.7,15.84,82.08,Electrical Fault
74.89,3.85,1422.68,11.07,412.47,65.62,24.38,68.68,Early Warning
71.83,6.53,1333.77,10.96,415.99,63.59,36.82,77.68,Motor Misalignment
73.98,4.02,1477.79,11.54,412.5,63.58,23.56,67.73,Early Warning
68.6,5.8,1260.5,11.09,414.42,67.24,27.14,81.75,Motor Misalignment
74.6,6.91,1409.15,11.66,413.53,76.4,21.01,26.39,Lubrication Failure
68.89,6.42,1405.95,10.76,412.42,66.31,22.35,68.47,Motor Misalignment
63.25,2.65,1416.39,15.22,389.7,65.46,14.85,80.61,Electrical Fault
77.39,4.01,1356.82,11.87,414.91,77.38,21.65,64.71,Early Warning
73.88,3.8,1411.58,10.85,412.52,68.66,26.43,71.92,Early Warning
95.55,1.68,1417.95,10.49,419.45,97.42,25.48,77.13,Overheating
98.39,2.48,1528.01,10.42,415.67,87.28,27.03,79.36,Overheating
72.7,2.45,1500.13,15.3,399.62,60.65,17.63,88.16,Electrical Fault
68.08,11.39,1441.7,11.89,414.76,85.58,31.19,57.29,Bearing Failure
78.49,3.77,1422.06,11.75,415.82,67.52,23.54,71.55,Early Warning
69.46,6.19,1449.01,11.39,412.92,78.79,25.95,26.13,Lubrication Failure
69.08,5.92,1404.91,11.08,413.79,85.68,20.14,36.37,Lubrication Failure
97.6,1.89,1492.55,10.38,411.61,89.62,24.36,83.16,Overheating
95.17,1.34,1475.0,11.6,411.7,93.68,26.37,79.43,Overheating
79.5,3.81,1448.98,10.49,414.47,66.17,27.92,71.27,Early Warning
57.71,1.84,1507.32,10.21,411.04,57.56,23.4,86.9,Healthy
70.61,7.36,1334.88,11.97,415.12,85.68,24.39,58.34,Bearing Failure
74.06,3.74,1420.51,10.34,416.44,68.65,24.06,68.17,Early Warning
71.97,6.76,1399.44,11.56,413.24,81.16,24.34,60.3,Bearing Failure
71.78,5.74,1490.92,10.33,412.48,78.09,23.72,24.29,Lubrication Failure
70.18,6.17,1265.83,11.66,414.98,64.16,28.51,74.89,Motor Misalignment
69.4,7.8,1492.32,11.17,406.24,96.92,20.46,59.5,Bearing Failure
76.76,3.91,1458.69,10.94,415.36,73.78,26.64,69.9,Early Warning
65.43,5.19,1333.82,11.54,411.95,61.16,25.96,77.36,Motor Misalignment
61.44,1.28,1518.55,10.23,411.67,53.59,25.53,85.16,Healthy
59.99,2.11,1508.38,10.07,418.29,52.81,25.06,84.95,Healthy
70.14,6.14,1376.54,10.75,420.46,68.7,34.23,78.08,Motor Misalignment
65.6,2.3,1482.0,14.8,395.65,63.82,19.75,85.16,Electrical Fault
101.05,2.42,1475.94,10.38,411.86,90.03,26.55,81.7,Overheating
73.11,5.55,1441.63,10.69,414.65,64.84,29.47,83.47,Motor Misalignment
54.33,1.95,1519.31,11.26,413.83,53.38,22.78,85.63,Healthy
66.31,7.07,1422.97,10.56,412.32,77.27,25.03,39.19,Lubrication Failure
85.24,1.79,1486.52,11.29,415.48,92.44,24.75,77.48,Overheating
96.56,2.94,1493.01,11.32,412.74,93.36,24.09,80.33,Overheating
67.07,5.38,1360.79,10.94,411.93,68.86,25.0,80.23,Motor Misalignment
73.16,7.23,1445.14,11.47,413.38,87.79,27.16,61.05,Bearing Failure
59.81,2.41,1500.93,9.54,418.68,56.89,26.45,88.57,Healthy
71.02,4.5,1471.97,10.75,409.91,71.51,23.17,70.99,Early Warning
97.87,2.17,1486.84,11.01,414.61,87.65,25.01,80.05,Overheating
92.76,2.72,1469.98,9.86,413.33,91.92,26.68,81.0,Overheating
91.41,2.36,1520.21,9.99,415.47,92.71,28.92,82.18,Overheating
70.73,4.14,1444.49,10.75,411.77,69.9,24.63,67.24,Early Warning
71.1,3.12,1509.99,17.34,397.82,56.01,20.96,80.11,Electrical Fault
77.14,3.8,1416.35,10.42,413.05,71.68,25.22,68.46,Early Warning
69.0,2.97,1509.51,16.15,394.77,55.56,19.1,87.78,Electrical Fault
71.47,2.53,1482.16,19.37,390.91,55.1,20.58,83.06,Electrical Fault
76.76,3.25,1422.21,10.91,411.34,74.58,24.95,70.04,Early Warning
67.74,2.27,1541.35,17.34,391.66,63.83,19.86,80.7,Electrical Fault
72.63,5.18,1308.37,11.22,414.87,66.46,24.69,76.31,Motor Misalignment
75.13,3.6,1445.4,10.96,409.9,67.81,22.82,76.2,Early Warning
67.59,2.57,1470.39,16.11,389.24,61.84,21.4,88.25,Electrical Fault
73.01,8.55,1391.06,11.49,410.82,81.17,23.93,52.33,Bearing Failure
64.77,5.71,1453.03,11.34,413.05,65.85,38.26,76.22,Motor Misalignment
72.23,3.29,1367.06,10.88,411.48,72.37,25.27,67.88,Early Warning
99.29,2.16,1465.7,11.7,410.9,87.01,22.34,83.93,Overheating
69.53,7.86,1421.46,11.05,415.66,90.12,31.01,62.37,Bearing Failure
70.1,2.12,1480.75,18.09,398.02,61.31,22.74,87.31,Electrical Fault
64.42,4.96,1288.52,10.63,409.65,61.45,25.48,78.91,Motor Misalignment
60.93,2.41,1479.53,10.1,412.6,53.36,24.9,89.04,Healthy
61.17,1.27,1515.04,10.06,422.16,51.7,24.79,90.39,Healthy
75.17,3.05,1448.03,11.13,412.5,77.26,23.58,69.16,Early Warning
98.95,2.4,1482.3,11.28,413.66,91.61,27.45,81.03,Overheating
71.09,2.73,1423.25,17.43,399.69,59.53,20.18,84.38,Electrical Fault
70.51,3.8,1458.88,11.62,419.35,64.92,22.83,67.77,Early Warning
90.66,1.85,1518.09,11.53,410.22,88.23,26.81,78.12,Overheating
74.25,4.75,1309.96,11.05,418.58,65.54,30.22,78.51,Motor Misalignment
61.23,2.67,1430.96,16.77,390.57,64.14,23.09,81.66,Electrical Fault
67.92,6.64,1457.42,10.61,411.78,80.12,19.03,31.15,Lubrication Failure
79.41,3.21,1420.7,10.97,414.05,69.54,27.15,67.6,Early Warning
73.68,2.79,1405.38,14.71,392.87,60.5,22.98,87.19,Electrical Fault
69.22,3.95,1444.76,11.24,411.67,65.85,20.44,69.18,Early Warning
62.45,1.99,1525.03,9.74,413.69,53.56,26.58,89.5,Healthy
89.93,3.0,1490.98,10.94,419.17,84.79,25.73,86.0,Overheating
70.11,6.41,1394.0,10.61,415.33,61.89,24.15,80.41,Motor Misalignment
69.92,1.63,1502.14,16.14,395.63,54.91,26.27,74.58,Electrical Fault
78.87,8.97,1406.83,12.09,411.7,90.04,26.99,59.1,Bearing Failure
73.81,7.24,1404.0,10.64,413.03,82.16,23.84,29.86,Lubrication Failure
70.46,5.86,1364.26,10.49,409.72,81.49,19.44,35.05,Lubrication Failure
95.98,2.58,1492.9,10.63,409.05,86.29,24.66,77.75,Overheating
65.16,9.67,1427.56,11.4,418.72,97.49,24.32,47.72,Bearing Failure
71.33,6.15,1450.11,11.61,416.18,86.15,20.15,33.24,Lubrication Failure
65.76,6.76,1416.64,10.76,414.68,79.77,20.8,31.37,Lubrication Failure
63.25,1.51,1500.48,9.31,414.46,57.51,24.13,84.25,Healthy
65.43,5.36,1473.11,10.88,414.41,64.31,36.53,82.97,Motor Misalignment
69.85,2.09,1422.24,16.36,393.04,59.1,17.88,82.99,Electrical Fault
65.23,7.11,1232.76,11.53,414.65,66.41,26.07,77.54,Motor Misalignment
66.65,4.08,1406.0,11.0,412.07,67.96,27.39,82.44,Motor Misalignment
61.91,9.55,1453.73,11.27,408.79,90.78,21.54,47.42,Bearing Failure
72.86,8.04,1304.18,11.37,411.24,87.7,16.51,52.64,Bearing Failure
69.68,5.63,1450.41,11.35,412.19,56.15,28.35,78.12,Motor Misalignment
81.67,2.65,1444.84,11.09,409.91,70.29,26.31,70.29,Early Warning
75.41,6.19,1399.81,10.67,413.13,82.41,26.66,33.03,Lubrication Failure
61.24,1.9,1414.9,16.35,393.73,63.25,19.69,84.9,Electrical Fault
61.09,2.55,1463.22,15.52,380.32,60.83,21.0,83.18,Electrical Fault
70.67,5.6,1394.58,11.28,415.42,84.48,23.67,27.92,Lubrication Failure
73.05,5.57,1361.54,11.06,414.13,63.36,26.29,80.38,Motor Misalignment
69.63,5.64,1347.57,10.07,409.49,68.94,38.5,78.39,Motor Misalignment
99.2,1.66,1476.42,10.73,409.83,84.18,24.39,78.08,Overheating
60.91,2.82,1494.41,16.24,375.62,58.82,18.26,86.59,Electrical Fault
71.5,4.51,1417.22,11.0,409.52,66.11,21.38,67.09,Early Warning
71.72,4.14,1412.59,11.51,415.19,82.32,21.3,27.86,Lubrication Failure
101.33,2.23,1470.68,10.22,412.85,92.83,27.51,80.79,Overheating
72.3,7.4,1458.88,9.79,418.02,79.8,19.4,56.5,Bearing Failure
67.35,6.32,1442.05,11.15,412.58,79.97,22.65,23.74,Lubrication Failure
73.81,6.74,1459.22,11.1,410.59,77.02,18.54,24.63,Lubrication Failure
59.83,2.33,1510.72,9.54,412.82,59.12,27.25,85.08,Healthy
69.83,5.98,1389.61,11.01,412.9,78.27,16.15,34.74,Lubrication Failure
66.37,6.09,1455.29,11.74,411.98,81.61,22.0,34.88,Lubrication Failure
61.55,4.99,1530.67,11.31,411.46,66.34,29.33,79.16,Motor Misalignment
67.86,5.67,1226.35,11.72,416.24,66.04,26.99,78.2,Motor Misalignment
63.81,8.88,1436.43,11.65,414.51,78.34,20.03,61.83,Bearing Failure
72.92,3.52,1431.0,10.44,413.53,68.75,21.14,65.56,Early Warning
76.35,3.26,1448.52,10.61,407.86,68.97,26.17,70.86,Early Warning
73.09,9.01,1454.58,10.88,407.98,85.61,26.83,51.69,Bearing Failure
75.91,7.07,1331.55,12.17,412.96,93.86,20.58,55.26,Bearing Failure
70.73,6.65,1289.11,10.89,413.41,69.29,34.58,77.51,Motor Misalignment
60.65,2.04,1502.47,9.71,415.03,59.31,26.11,79.87,Healthy
66.55,1.99,1405.53,15.21,397.67,58.97,18.1,79.46,Electrical Fault
67.55,5.29,1373.33,10.61,411.55,60.44,26.9,72.6,Motor Misalignment
96.17,1.97,1440.67,10.74,415.92,91.58,26.06,82.69,Overheating
73.88,4.49,1440.2,11.36,411.38,72.07,19.63,68.61,Early Warning
72.59,6.15,1411.98,10.7,414.29,82.03,25.52,25.2,Lubrication Failure
71.79,3.47,1504.0,10.66,414.49,70.78,22.23,70.48,Early Warning
58.46,1.56,1512.32,10.56,414.66,52.48,23.35,86.95,Healthy
63.86,1.74,1497.16,10.09,417.68,50.59,26.47,84.94,Healthy
69.4,7.64,1396.43,11.19,413.92,83.57,19.63,58.66,Bearing Failure
75.49,6.52,1335.21,9.75,416.62,87.52,25.9,54.45,Bearing Failure
65.3,9.5,1456.74,10.47,415.14,86.64,22.82,53.38,Bearing Failure
65.06,5.31,1412.42,10.68,411.36,63.62,35.52,81.29,Motor Misalignment
60.44,1.97,1522.54,9.64,416.76,55.59,21.58,90.7,Healthy
57.37,1.7,1518.32,9.34,415.09,53.55,24.34,88.01,Healthy
63.18,4.95,1382.26,10.66,414.84,63.17,26.19,83.12,Motor Misalignment
77.77,3.09,1440.73,10.95,409.99,66.16,22.26,70.39,Early Warning
62.13,5.42,1328.11,10.86,415.81,67.94,27.4,80.01,Motor Misalignment
91.61,2.46,1477.97,10.62,413.07,98.82,28.44,84.41,Overheating
67.83,7.36,1449.34,11.31,413.57,78.96,25.09,33.05,Lubrication Failure
74.14,10.71,1472.09,10.8,415.57,89.28,19.54,56.42,Bearing Failure
65.11,6.42,1419.62,11.34,412.17,64.6,39.16,83.03,Motor Misalignment
75.22,7.88,1401.49,10.73,412.61,95.72,26.24,55.68,Bearing Failure
95.78,2.05,1457.97,10.74,419.62,94.45,28.04,77.64,Overheating
69.62,6.62,1452.72,11.56,417.4,67.45,26.53,74.57,Motor Misalignment
73.93,5.79,1393.04,11.32,415.0,72.77,23.55,35.91,Lubrication Failure
75.74,3.41,1428.25,11.65,410.8,65.82,26.39,65.74,Early Warning
75.52,4.92,1393.67,10.17,415.65,83.66,26.16,31.76,Lubrication Failure
91.49,2.08,1422.67,10.3,416.35,91.39,23.85,81.64,Overheating
94.21,1.9,1491.99,11.11,415.18,92.82,25.66,79.49,Overheating
57.14,2.09,1513.97,10.05,412.71,52.42,23.92,86.63,Healthy
65.18,5.27,1396.8,10.35,411.53,60.2,27.45,75.17,Motor Misalignment
71.44,6.53,1416.51,10.74,413.53,85.39,18.54,33.64,Lubrication Failure
71.51,5.71,1424.46,11.37,414.19,80.88,22.38,25.2,Lubrication Failure
77.14,9.7,1344.85,11.31,412.91,87.91,24.14,53.28,Bearing Failure
94.74,2.75,1458.6,10.42,414.71,92.87,24.59,82.01,Overheating
73.93,8.97,1327.56,11.52,408.3,94.71,27.84,54.72,Bearing Failure
69.88,4.8,1400.13,10.3,415.29,82.2,20.91,26.19,Lubrication Failure
62.01,8.39,1362.74,12.26,406.45,89.46,29.36,54.09,Bearing Failure
75.93,8.12,1485.31,11.68,412.52,78.91,29.36,54.97,Bearing Failure
61.71,1.27,1536.74,9.4,419.59,58.06,26.15,82.44,Healthy
73.53,7.33,1305.75,10.75,416.68,66.49,33.53,70.14,Motor Misalignment
101.9,2.78,1479.77,12.87,418.05,92.16,24.01,75.41,Overheating
75.91,4.46,1417.15,10.75,414.26,71.86,26.04,67.46,Early Warning
76.7,3.29,1440.23,11.0,410.26,71.32,19.05,75.26,Early Warning
69.56,5.96,1444.58,11.0,410.4,68.32,26.33,75.74,Motor Misalignment
59.13,1.8,1505.13,10.22,421.23,52.46,26.72,85.62,Healthy
61.65,2.05,1508.73,9.89,416.69,55.51,23.44,90.55,Healthy
95.23,2.84,1492.44,10.93,420.77,94.64,27.63,80.95,Overheating
75.46,3.85,1481.9,10.99,419.84,70.7,20.07,68.31,Early Warning
62.8,1.92,1509.22,10.16,414.44,52.85,25.58,84.0,Healthy
59.37,1.95,1472.22,16.52,393.62,59.38,17.65,83.12,Electrical Fault
69.72,9.22,1519.25,11.27,411.96,84.53,19.99,53.35,Bearing Failure
70.76,8.71,1316.3,12.06,413.05,89.79,25.23,51.17,Bearing Failure
72.21,5.43,1377.42,10.69,415.56,80.67,25.51,29.32,Lubrication Failure
64.93,2.0,1511.72,15.29,402.93,70.94,22.03,85.55,Electrical Fault
68.45,6.55,1399.5,11.09,419.5,62.13,36.96,81.94,Motor Misalignment
93.01,2.61,1474.74,10.63,412.12,92.57,29.5,73.58,Overheating
75.04,3.04,1426.25,11.96,414.99,73.15,20.88,67.93,Early Warning
75.14,3.44,1481.79,11.35,412.79,71.82,17.86,68.15,Early Warning
71.89,4.07,1441.94,12.25,411.9,75.92,23.53,74.01,Early Warning
72.45,10.3,1424.99,11.22,411.53,86.75,21.47,61.74,Bearing Failure
62.74,4.77,1360.76,11.72,408.33,61.87,20.51,78.98,Motor Misalignment
93.08,1.79,1480.23,11.16,411.34,93.95,26.54,82.56,Overheating
57.56,1.14,1507.24,9.45,411.78,50.88,26.55,87.13,Healthy
60.86,1.61,1501.45,9.76,419.84,56.64,26.34,77.0,Healthy
74.46,3.15,1410.74,10.76,418.31,70.43,21.62,64.51,Early Warning
65.46,1.89,1497.23,17.43,397.74,64.9,18.3,82.22,Electrical Fault
68.81,2.8,1403.41,13.89,387.03,63.87,25.15,79.23,Electrical Fault
94.23,2.39,1480.28,11.4,414.28,88.75,23.65,80.74,Overheating
74.13,9.18,1434.02,12.7,412.01,85.25,21.94,46.99,Bearing Failure
100.54,2.04,1522.5,10.2,414.95,89.26,22.05,81.97,Overheating
71.17,3.76,1471.85,10.92,414.71,71.61,23.35,66.72,Early Warning
68.28,6.41,1386.56,11.43,417.67,84.89,21.47,32.83,Lubrication Failure
61.54,2.42,1529.71,9.25,413.39,56.26,24.86,80.8,Healthy
80.56,3.27,1477.22,11.19,412.95,74.12,24.87,69.71,Early Warning
71.59,8.1,1466.57,11.7,407.05,82.9,20.97,57.21,Bearing Failure
79.02,2.45,1472.08,16.89,400.21,56.13,19.77,84.48,Electrical Fault
73.85,5.23,1380.48,10.69,416.65,85.34,26.0,29.94,Lubrication Failure
59.98,1.4,1514.56,9.97,418.49,52.88,21.8,84.9,Healthy
